model,track_km_6h,along_err_km_6h,cross_err_km_6h,cone_cov50_6h,cone_cov90_6h,track_km_12h,along_err_km_12h,cross_err_km_12h,cone_cov50_12h,cone_cov90_12h,track_km_24h,along_err_km_24h,cross_err_km_24h,cone_cov50_24h,cone_cov90_24h,track_km_48h,along_err_km_48h,cross_err_km_48h,cone_cov50_48h,cone_cov90_48h,landfall_time_err_hours
GNO+DynGNN (prob),623.2397473828039,268.8249228403493,343.52450822523195,1.0,1.0,636.7562108370843,356.4602695852032,369.39486598814153,1.0,1.0,592.2115919949912,-184.48996071918222,459.9837138013158,1.0,1.0,873.1694994057269,226.13693515611,733.2065125639715,1.0,1.0,12.0
