model,track_km_6h,along_err_km_6h,cross_err_km_6h,cone_cov50_6h,cone_cov90_6h,track_km_12h,along_err_km_12h,cross_err_km_12h,cone_cov50_12h,cone_cov90_12h,track_km_24h,along_err_km_24h,cross_err_km_24h,cone_cov50_24h,cone_cov90_24h,track_km_48h,along_err_km_48h,cross_err_km_48h,cone_cov50_48h,cone_cov90_48h,landfall_time_err_hours
Transformer (past + ERA5),8138.91758650459,4708.2085530665245,3757.9660142152366,0.0,0.0,2730.874992845296,-686.6690755068456,2044.9223245702,0.0,0.0,12572.168479903366,-2832.4056794691346,8234.541617329487,0.0,0.0,1367.1445354444882,807.3491416062891,539.8360030722744,0.0,0.0,
