model,track_km_6h,along_err_km_6h,cross_err_km_6h,cone_cov50_6h,cone_cov90_6h,track_km_12h,along_err_km_12h,cross_err_km_12h,cone_cov50_12h,cone_cov90_12h,track_km_24h,along_err_km_24h,cross_err_km_24h,cone_cov50_24h,cone_cov90_24h,track_km_48h,along_err_km_48h,cross_err_km_48h,cone_cov50_48h,cone_cov90_48h,landfall_time_err_hours
LSTM (past + ERA5),3205.9787729269783,-1538.1014012707053,1921.3375490014967,0.0,0.0,885.0870761200265,663.5482798078543,290.3932137251547,0.0,0.0,1032.7936034626646,-176.61275493283694,-341.2747576970099,0.0,0.0,765.6479615764408,-349.56156468136464,632.5129223034452,1.0,1.0,12.0
